"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",297,0.621468739116038,2.92546253225752,1e-10,1.02325581395349e-09,4.99877600979192e-10,4002,"tags=55%, list=20%, signal=45%","ZC3H12A/BCL3/C1RL/CLCF1/ANXA1/SOCS3/RAB27A/RELB/MYO1G/ICAM1/CFI/NFKB2/C1R/SERPING1/FCGR2C/SLC11A1/BCL10/FCGR2B/C1S/TNFAIP3/NOD2/STAT3/TCIRG1/TNFRSF1B/SECTM1/ZBTB7B/NFKBIZ/UNC93B1/IL18R1/JUNB/FCGR2A/UNC13D/WAS/FZD5/FOXJ1/CD7/IL4R/LOXL3/SLA2/PTPN6/CD274/FCGR3A/CTSC/C3/SWAP70/MALT1/CSF2RB/TNFSF13/MYD88/C1QA/BCL6/ARID5A/IL21R/HFE/CLU/FCER1G/SLAMF6/STAT5A/C1QC/CD74/C1QB/LILRB1/LGALS1/PAXIP1/IL10/IL27/BATF/RIPK3/CD4/IL4I1/IL2RB/RFTN1/HLX/PRF1/CLEC7A/TGFB1/IL1B/NCKAP1L/CARD9/IL1R1/FOXP3/IL6R/INPP5D/CD81/CCR2/MICA/FCGR1A/SASH3/CR1/MR1/JAK3/IL6/IL18BP/C2/PTPRC/TNFSF4/GATA3/IL23A/FUT7/CD1D/CLEC6A/SLC15A4/SLAMF1/CEACAM1/LY9/IRF7/EBI3/ASCL2/TLR8/HAVCR2/IL18/TRAF2/IL7R/EMP2/CD27/IL12RB1/APLF/PDCD1/IL17RA/B2M/CD70/FADD/MICB/KLHL6/SPN/LILRB4/C5/BTK/CD69/IL1RL1/NLRP3/C6/C4A/PARP3/CD226/FCGR3B/LEF1/CD40/NFKBID/MPL/BTN3A3/RORC/TNFSF13B/C4BPB/TRAF3IP2/C8A/RAET1G/BTN3A2/C7/DUSP22/GZMM/CD46/PRKCD/PVR/PCYT1A/IL27RA/TAP2/CD28/CR1L/TREM2/CD1A/PKN1/TFRC/AICDA"
"GO:0050729","positive regulation of inflammatory response",149,0.652519945498622,2.84981683322866,1e-10,1.02325581395349e-09,4.99877600979192e-10,3853,"tags=60%, list=19%, signal=49%","CEBPB/SERPINE1/TNFRSF1A/OSMR/GRN/GBP2/TRADD/NFKBIA/NFKBIZ/GBP5/ADAM8/TNIP1/IL15/GBP1/MAP3K8/NLRP12/TLR2/NEAT1/OSM/CTSC/C3/CASP1/S100A8/LGALS1/PLA2G2A/ALOX5AP/RIPK1/TGFB1/ABCC1/GBP3/IL1B/S100A9/CASP5/NLRP6/TLR9/CD81/TSLP/CCR2/CASP4/PLCG2/FCGR1A/PTGS2/LILRA5/IL6/NMI/TNFSF4/GPSM3/IL23A/S100A12/MGST2/MDK/IL16/TLR3/MEFV/MAPK13/VAMP8/PYCARD/IL18/IFI35/LBP/LDLR/IL17RA/NLRC4/TNFRSF11A/GSDMD/NAIP/TRPV4/BTK/IL1RL1/ZDHHC9/CCR7/NINJ1/NLRP3/TNFSF11/ZDHHC5/PTGER4/FFAR2/TLR7/NUPR1/NKG7/ZBP1/MMP8/FFAR3/CEBPA/IDO1/PIK3CG/CD28/IFNG/GPR4/TREM2"
"GO:0002250","adaptive immune response",440,0.580156483556656,2.82419637359147,1e-10,1.02325581395349e-09,4.99877600979192e-10,4002,"tags=51%, list=20%, signal=42%","ZC3H12A/BCL3/C1RL/CLCF1/ANXA1/SOCS3/RAB27A/RELB/MYO1G/ICAM1/CFI/NFKB2/C1R/SERPING1/FCGR2C/SLC11A1/BCL10/FCGR2B/C1S/TNFAIP3/NOD2/LILRB2/STAT3/TCIRG1/LILRB3/TNFRSF1B/SECTM1/TFE3/ZBTB7B/IRF1/NFKBIZ/PDIA3/TREM1/LAIR1/SIPA1/UNC93B1/IL18R1/JUNB/FCGR2A/UNC13D/WAS/FZD5/FOXJ1/CD7/IL4R/LOXL3/SLA2/PTPN6/CD274/FCGR3A/LILRA6/CTSC/C3/TEC/SWAP70/MALT1/CSF2RB/TNFSF13/MYD88/C1QA/PDCD1LG2/BCL6/ARID5A/IL21R/SIGLEC10/HFE/CLU/ERAP1/FCER1G/SLAMF6/LAX1/STAT5A/C1QC/CD74/C1QB/LILRB1/LGALS1/PAXIP1/CTLA4/IL10/IL27/BATF/CLEC4D/LAMP3/RIPK3/ERAP2/CD4/IL4I1/IL2RB/RFTN1/HLX/PRF1/CLEC7A/TGFB1/OTUD7B/IL1B/TNFRSF14/NCKAP1L/CARD9/IL1R1/FOXP3/IL6R/SYK/INPP5D/GPR183/TRAT1/CD81/CD86/ITK/CCR2/PRKD2/MICA/FCGR1A/SASH3/CR1/MR1/JAK3/IL6/IL18BP/C2/CTSS/PTPRC/PRDM1/TNFSF4/PIK3CD/GATA3/RNF19B/IL23A/FUT7/CD1D/CLEC6A/SLC15A4/ADCY7/IL18RAP/SLAMF1/CEACAM1/ICOSLG/LYN/LY9/IRF7/EBI3/ASCL2/TLR8/PYCARD/HAVCR2/IL18/TRAF2/KCNJ8/EOMES/IL7R/EMP2/SAMSN1/CD27/IL12RB1/APLF/PDCD1/IL17RA/B2M/CD70/FADD/MICB/LILRA3/CD3E/KLHL6/TNFRSF11A/SPN/LILRB4/C5/CD3D/BTK/CD69/LAT2/IL1RL1/NLRP3/C6/C4A/PARP3/CD226/FCGR3B/RAG1/SIT1/SH2D1A/LEF1/CD40/LILRA1/TXK/NFKBID/MPL/BTN3A3/RORC/TNFSF13B/C4BPB/EIF2AK4/LAT/PTK2B/TRAF3IP2/CD3G/C8A/RAET1G/BTN3A2/SKAP1/C7/DUSP22/GZMM/CD46/PRKCD/PVR/PCYT1A/IL27RA/TAP1/CLEC4A/PIK3CG/CD6/TAP2/CD28/IFNG/CR1L/TREM2/CD1A/CD247/ZNF683/PKN1/TFRC/CD8B/AICDA"
"GO:0046631","alpha-beta T cell activation",180,0.631237736741563,2.80544648997149,1e-10,1.02325581395349e-09,4.99877600979192e-10,3956,"tags=57%, list=19%, signal=47%","ZC3H12A/BCL3/ANXA1/SOCS3/CEBPB/RELB/STAT3/IL2RA/TCIRG1/ZBTB7B/FOSL2/IRF1/NFKBIZ/LGALS3/RUNX1/IL18R1/JUNB/SLC4A2/ELF4/IL15/ITPKB/IL4R/LOXL3/CD274/CLEC2B/TWSG1/NKAP/MALT1/BCL6/HFE/RUNX3/SLAMF6/STAT5A/SOCS1/RASAL3/LILRB1/LGALS1/DOCK2/IL27/BATF/HLX/TNFRSF14/NCKAP1L/TGFBR2/FOXP3/IL6R/SYK/WDFY4/GPR183/CARD11/CD81/CD86/ITK/CCR2/SASH3/JAK3/IL6/PTPRC/PRDM1/TNFSF4/GATA3/IL23A/FUT7/LGALS9/IL2RG/CD300A/LY9/EBI3/ASCL2/IL18/EOMES/IL12RB1/AP3B1/CD3E/SPN/LILRB4/CD3D/CD69/NLRP3/TNFSF8/CBFB/SHB/PTGER4/LGALS9C/LEF1/NFKBID/CRTAM/RORC/NKG7/CD3G/CD83/PNP/RARA/CDH26/CLEC4A/CD28/GLI3/IFNG/ZFPM1/MEN1/CD247/ATP7A/ZNF683"
"GO:0002286","T cell activation involved in immune response",129,0.646353481625231,2.77045107401513,1e-10,1.02325581395349e-09,4.99877600979192e-10,3916,"tags=55%, list=19%, signal=45%","ZC3H12A/BCL3/ANXA1/SOCS3/RAB27A/RELB/ICAM1/SLC11A1/FCGR2B/STAT3/ZBTB7B/NFKBIZ/LGALS3/IL18R1/JUNB/IL4R/LOXL3/MALT1/BCL6/FCER1G/SLAMF6/STAT5A/CD74/LILRB1/LGALS1/LCP1/IL27/BATF/CLEC4D/HLX/NCKAP1L/FOXP3/IL6R/GPR183/CD81/CD86/JAK3/IL6/TNFSF4/GATA3/IL23A/LGALS9/MDK/CEACAM1/TYROBP/LY9/ASCL2/HAVCR2/IL18/EOMES/IL12RB1/ITGAL/SPN/CD69/FGL2/NLRP3/APBB1IP/SHB/PTGER4/LEF1/NFKBID/RORC/EIF2AK4/CLEC4E/CD46/RARA/IFNG/ZFPM1/MEN1/TREM2/ATP7A"
"GO:0019724","B cell mediated immunity",125,0.651077807501561,2.76274906229249,1e-10,1.02325581395349e-09,4.99877600979192e-10,4002,"tags=59%, list=20%, signal=48%","BCL3/C1RL/CLCF1/CFI/C1R/SERPING1/FCGR2C/BCL10/FCGR2B/C1S/NOD2/TCIRG1/NFKBIZ/FCGR2A/FOXJ1/IL4R/SLA2/PTPN6/FCGR3A/C3/SWAP70/CSF2RB/TNFSF13/MYD88/C1QA/BCL6/IL21R/CLU/FCER1G/C1QC/CD74/C1QB/PAXIP1/IL10/BATF/IL2RB/TGFB1/CARD9/FOXP3/INPP5D/CD81/FCGR1A/CR1/C2/PTPRC/TNFSF4/SLC15A4/IRF7/TLR8/CD27/APLF/CD70/C5/BTK/C6/C4A/PARP3/CD226/FCGR3B/CD40/MPL/C4BPB/TRAF3IP2/C8A/C7/CD46/PRKCD/PCYT1A/IL27RA/CD28/CR1L/TREM2/TFRC/AICDA"
"GO:0071706","tumor necrosis factor superfamily cytokine production",163,0.62637427238106,2.75903510455835,1e-10,1.02325581395349e-09,4.99877600979192e-10,3756,"tags=55%, list=18%, signal=45%","ZC3H12A/BCL3/MAPKAPK2/FCGR2C/PTPN22/HSPB1/BCL10/FCGR2B/TNFAIP3/NOD2/STAT3/NOD1/ZFP36/CD14/ELF4/FCGR2A/ADAM8/ORM1/FZD5/FRMD8/PTPN6/LTF/CD274/FCGR3A/TLR2/MYD88/THBS1/ARID5A/CLU/TLR1/LILRB1/TICAM1/TMEM106A/IL10/RIPK1/MAVS/CLEC7A/TGFB1/CARD9/FOXP3/SYK/TLR9/CD86/CCR2/LEP/LY96/PLCG2/CD33/SASH3/LILRA5/IL6/PTPRC/IL23A/GAS6/LGALS9/MC1R/CYBB/SLAMF1/CYBA/TLR3/TYROBP/GPNMB/PYCARD/HAVCR2/ARRB2/IRAK3/AXL/LBP/ORM2/FADD/SPN/LILRB4/TNFRSF8/IL1A/BTK/CD2/PF4/IFIH1/TSPO/SPON2/OAS3/LILRA2/TIRAP/NFATC4/MMP8/RARA/IL27RA/CLEC4A/IFNG"
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",163,0.62637427238106,2.75903510455835,1e-10,1.02325581395349e-09,4.99877600979192e-10,3756,"tags=55%, list=18%, signal=45%","ZC3H12A/BCL3/MAPKAPK2/FCGR2C/PTPN22/HSPB1/BCL10/FCGR2B/TNFAIP3/NOD2/STAT3/NOD1/ZFP36/CD14/ELF4/FCGR2A/ADAM8/ORM1/FZD5/FRMD8/PTPN6/LTF/CD274/FCGR3A/TLR2/MYD88/THBS1/ARID5A/CLU/TLR1/LILRB1/TICAM1/TMEM106A/IL10/RIPK1/MAVS/CLEC7A/TGFB1/CARD9/FOXP3/SYK/TLR9/CD86/CCR2/LEP/LY96/PLCG2/CD33/SASH3/LILRA5/IL6/PTPRC/IL23A/GAS6/LGALS9/MC1R/CYBB/SLAMF1/CYBA/TLR3/TYROBP/GPNMB/PYCARD/HAVCR2/ARRB2/IRAK3/AXL/LBP/ORM2/FADD/SPN/LILRB4/TNFRSF8/IL1A/BTK/CD2/PF4/IFIH1/TSPO/SPON2/OAS3/LILRA2/TIRAP/NFATC4/MMP8/RARA/IL27RA/CLEC4A/IFNG"
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",105,0.66651439313591,2.75747863436495,1e-10,1.02325581395349e-09,4.99877600979192e-10,3293,"tags=59%, list=16%, signal=50%","MAPKAPK2/FCGR2C/HSPB1/BCL10/FCGR2B/NOD2/STAT3/NOD1/CD14/FCGR2A/ADAM8/ORM1/FZD5/FRMD8/FCGR3A/TLR2/MYD88/THBS1/ARID5A/CLU/TLR1/TICAM1/TMEM106A/RIPK1/MAVS/CLEC7A/TGFB1/CARD9/SYK/TLR9/CD86/CCR2/LEP/LY96/PLCG2/SASH3/LILRA5/IL6/PTPRC/IL23A/LGALS9/CYBB/CYBA/TLR3/TYROBP/PYCARD/HAVCR2/LBP/ORM2/FADD/SPN/TNFRSF8/IL1A/BTK/CD2/PF4/IFIH1/SPON2/OAS3/LILRA2/TIRAP/NFATC4"
"GO:0016064","immunoglobulin mediated immune response",123,0.647438232266561,2.74831784352624,1e-10,1.02325581395349e-09,4.99877600979192e-10,4002,"tags=59%, list=20%, signal=47%","BCL3/C1RL/CLCF1/CFI/C1R/SERPING1/FCGR2C/BCL10/FCGR2B/C1S/NOD2/TCIRG1/NFKBIZ/FCGR2A/FOXJ1/IL4R/PTPN6/FCGR3A/C3/SWAP70/CSF2RB/TNFSF13/MYD88/C1QA/BCL6/IL21R/CLU/FCER1G/C1QC/CD74/C1QB/PAXIP1/IL10/BATF/IL2RB/TGFB1/CARD9/FOXP3/INPP5D/CD81/FCGR1A/CR1/C2/PTPRC/TNFSF4/SLC15A4/IRF7/TLR8/CD27/APLF/C5/BTK/C6/C4A/PARP3/CD226/FCGR3B/CD40/MPL/C4BPB/TRAF3IP2/C8A/C7/CD46/PRKCD/PCYT1A/IL27RA/CD28/CR1L/TREM2/TFRC/AICDA"
